"id_vente","date_vente","magasin_code","magasin_nom","categorie_produit","produit_nom","mode_paiement","quantite","prix_unitaire","cout_unitaire","remise_pct","client_type","vendeur_id"
7119,"2024-02-28","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café Arabica 250g","cash",2,"6.95","4.38",5,"","V017"
7120,"29 août 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","Cash",8,"3.52","2.44",5,"Corporate","V031"
7121,"2024-09-14","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","Carte bancaire",7,"2.42","1.49",10,"","V026"
7122,"15 avril 2024","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Momo",12,"0.78","0.40",10,"","V012"
7123,"19 août 2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","Carte",12,"1.94","1.11",0,"Corporate","V010"
7124,"09/02/2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","CASH",12,"2.91","1.90",10,"Corporate","V036"
7125,"3 janvier 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","Carte",3,"2.47","1.60",5,"","V037"
7126,"2024-01-29","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","Momo",8,"6.17","4.36",5,"Particulier","V014"
7127,"2024-02-21","MAS","Kawa Market – Masina","EPICERIE","Huile végétale 1L","cash",4,"7.51","4.58",10,"Particulier","V019"
7128,"7 juillet 2024","MAT","Kawa Market – Matete","BOISSONS","Eau 1,5L","Cash",7,"0.89","0.58",0,"","V025"
7129,"16 mars 2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","Carte bancaire",12,"1.80","2.09",10,"","V013"
7130,"05/06/2024","MAS","Kawa Market – Masina","HYGIENE","Dentifrice 100ml","mobile money",3,"1.91","1.32",0,"","V038"
7131,"26/02/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",4,"5.36","3.57",5,"","V023"
7132,"08/09/2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","Momo",5,"0.71","0.52",NULL,"","V018"
7133,"09/11/2024","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","cash",12,"0.88","0.46",5,"Corporate","V029"
7134,"23 octobre 2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé citron 25 sachets","Mobile Money",9,"6.67","5.20",0,"Particulier","V006"
7135,"06/06/2024","LIM","Kawa Market – Limete","HYGIENE","Savon de toilette","Mobile Money",9,"1.92","1.05",NULL,"","V035"
7136,"20/12/2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",7,"4.14","3.16",0,"Corporate","V020"
7137,"25 janvier 2024","GOM","Kawa Market – Gombe","BOISSONS","Soda 50cl","CASH",9,"1.60","0.88",0,"Particulier","V004"
7138,"13 décembre 2024","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","Carte bancaire",3,"8.31","5.65",0,"","V004"
7139,"28/09/2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","Mobile Money",4,"1.88","1.27",10,"","V004"
7140,"23 février 2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé noir sachets","Carte",6,"6.46","4.36",0,"","V004"
7141,"19/05/2024","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","carte",5,"1.95","0.98",0,"Particulier","V038"
7142,"17 août 2024","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","CASH",6,"2.45","1.70",0,"","V029"
7143,"3 février 2024","KIN","Kawa Market – Kintambo","EPICERIE","Huile végétale 1L","Cash",5,"9.83","5.57",5,"Corporate","V014"
7144,"22 novembre 2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","mobile money",4,"3.18","2.32",0,"","V025"
7145,"30/01/2024","MAT","Kawa Market – Matete","FRAIS","Yaourt 125g","CASH",4,"1.70","0.90",0,"Corporate","V035"
7146,"2024-08-31","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","Momo",1,"5.35","3.94",0,"","V004"
7147,"07/04/2024","GOM","Kawa Market – Gombe","FRAIS","Lait frais 1L","Mobile Money",2,"2.69","1.49",NULL,"Particulier","V030"
7148,"2024-03-06","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","Mobile Money",3,"4.47","2.81",NULL,"Corporate","V037"
7149,"01/03/2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","",8,"1.22","0.76",10,"","V031"
7150,"6 août 2024","MAT","Kawa Market – Matete","FRAIS","Yaourt 125g","Carte",5,"1.43","0.79",10,"","V008"
7151,"6 novembre 2024","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","Momo",8,"0.66","0.35",10,"","V035"
7152,"10 avril 2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Momo",9,"2.24","1.31",NULL,"Corporate","V013"
7153,"2024-07-04","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","Mobile Money",5,"0.95","0.65",5,"Corporate","V004"
7154,"2024-12-13","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","Momo",11,"0.80","0.58",0,"","V006"
7155,"25/06/2024","MAT","Kawa Market – Matete","BOISSONS","Jus naturel 1L","cash",6,"1.02","0.55",0,"","V011"
7156,"20/05/2024","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","CASH",6,"0.74","0.55",0,"","V001"
7157,"31/03/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","Mobile Money",9,"1.60","1.16",0,"Corporate","V002"
7158,"17 mars 2024","GOM","Kawa Market – Gombe","FRAIS","Fromage local 200g","Cash",4,"0.72","0.42",0,"Particulier","V025"
7159,"15 juin 2024","MAS","Kawa Market – Masina","HYGIENE","Dentifrice 100ml","cash",4,"3.17","1.85",0,"","V003"
7160,"12 novembre 2024","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","CASH",8,"1.02","0.52",0,"","V006"
7161,"2024-12-15","NGA","Kawa Market – Ngaliema","BOISSONS","Soda 50cl","",10,"0.77","0.57",10,"","V023"
7162,"28/07/2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","cash",5,"1.35","0.94",5,"","V015"
7163,"2024-01-11","GOM","Kawa Market – Gombe","FRAIS","Fromage local 200g","CASH",10,"0.73","0.40",NULL,"","V021"
7164,"28/06/2024","GOM","Kawa Market – Gombe","FRAIS","Fromage local 200g","mobile money",12,"2.30","1.41",0,"Corporate","V002"
7165,"21/08/2024","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","carte",5,"5.28","4.06",0,"","V006"
7166,"29/05/2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Mobile Money",11,"1.21","0.69",0,"","V007"
7167,"2024-01-13","MAT","Kawa Market – Matete","FRAIS","Fromage local 200g","Cash",12,"2.31","1.65",5,"Particulier","V010"
7168,"2024-12-26","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","Momo",12,"9.91","5.33",0,"","V011"
7169,"24 février 2024","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","carte",6,"0.70","0.51",10,"","V005"
7170,"12 juin 2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","carte",10,"2.19","1.63",0,"Corporate","V018"
7171,"29 octobre 2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","cash",12,"2.70","1.57",0,"Corporate","V023"
7172,"27/05/2024","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","mobile money",12,"2.99","1.95",NULL,"Particulier","V023"
7173,"10 mai 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé citron 25 sachets","Carte",6,"7.74","4.84",0,"Particulier","V005"
7174,"05/10/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","mobile money",6,"2.00","1.00",0,"Particulier","V025"
7175,"29/08/2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","Momo",10,"6.60","3.59",0,"","V014"
7176,"07/06/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Haricots 1kg","CASH",8,"8.71","4.58",NULL,"","V009"
7177,"24/01/2024","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","CASH",10,"3.27","1.92",5,"","V040"
7178,"2024-02-11","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Carte bancaire",11,"1.25","0.79",NULL,"Particulier","V010"
7179,"4 septembre 2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Carte bancaire",3,"0.53","0.37",5,"","V019"
7180,"9 septembre 2024","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","mobile money",1,"1.49","0.79",0,"","V014"
7181,"3 octobre 2024","GOM","Kawa Market – Gombe","FRAIS","Lait frais 1L","Carte bancaire",5,"2.36","1.26",5,"","V035"
7182,"09/02/2024","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","Mobile Money",1,"1.43","0.87",0,"","V038"
7183,"25 juillet 2024","GOM","Kawa Market – Gombe","FRAIS","Yaourt 125g","cash",2,"0.70","0.55",10,"Corporate","V015"
7184,"31 décembre 2024","LIM","Kawa Market – Limete","BOISSONS","Boisson énergisante 33cl","carte",4,"0.60","0.39",0,"Corporate","V010"
7185,"2024-04-15","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","mobile money",7,"1.80","1.25",10,"Corporate","V039"
7186,"08/09/2024","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","carte",2,"1.68","1.00",10,"","V018"
7187,"16 mars 2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","CASH",8,"0.71","0.36",5,"","V017"
7188,"28/08/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé citron 25 sachets","Carte",5,"7.08","4.94",0,"","V027"
7189,"15/12/2024","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","Cash",1,"2.20","1.40",0,"Corporate","V004"
7190,"29/10/2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé noir sachets","carte",10,"7.09","5.25",0,"Particulier","V039"
7191,"2024-03-27","MAS","Kawa Market – Masina","BOISSONS","Soda 50cl","Cash",11,"1.60","0.98",NULL,"Corporate","V029"
7192,"18/04/2024","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Momo",11,"1.50","1.05",0,"Corporate","V034"
7193,"27 octobre 2024","LIM","Kawa Market – Limete","HYGIENE","Savon de toilette","Cash",12,"3.25","2.19",5,"","V035"
7194,"18/10/2024","KIN","Kawa Market – Kintambo","FRAIS","Fromage local 200g","Mobile Money",5,"0.81","0.44",0,"Corporate","V031"
7195,"31/08/2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","Momo",12,"0.00","1.74",0,"","V030"
7196,"5 juillet 2024","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","Carte bancaire",8,"0.87","0.60",0,"","V028"
7197,"2024-03-27","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café Arabica 250g","Carte",9,"4.50","2.69",NULL,"","V017"
7198,"2024-12-05","NGA","Kawa Market – Ngaliema","BOISSONS","Soda 50cl","mobile money",7,"1.84","1.47",5,"Corporate","V007"
7199,"2024-07-20","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","mobile money",5,"4.10","2.10",0,"Corporate","V001"
7200,"2024-12-31","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","carte",11,"1.25","0.94",NULL,"Particulier","V029"
7201,"2024-08-21","GOM","Kawa Market – Gombe","FRAIS","Lait frais 1L","cash",5,"1.23","0.96",0,"Corporate","V017"
7202,"28/10/2024","GOM","Kawa Market – Gombe","EPICERIE","Haricots 1kg","Cash",4,"4.00","2.01",0,"","V018"
7203,"17 septembre 2024","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","Momo",5,"8.57","4.73",NULL,"","V008"
7204,"6 octobre 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé noir sachets","Mobile Money",12,"7.96","5.89",0,"Corporate","V020"
7205,"4 octobre 2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","Mobile Money",5,"2.47","1.85",NULL,"","V026"
7206,"16/12/2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","cash",12,"0.77","0.48",NULL,"Particulier","V033"
7207,"13/04/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé noir sachets","",12,"4.12","2.13",0,"","V019"
7208,"2024-02-23","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café moulu 500g","Carte",9,"4.10","3.21",5,"Corporate","V033"
7209,"02/01/2024","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","CASH",4,"1.06","0.62",5,"Corporate","V037"
7210,"29/02/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café moulu 500g","Carte",7,"5.01","3.74",0,"Particulier","V022"
7211,"2 février 2024","MAS","Kawa Market – Masina","EPICERIE","Riz 5kg","Carte",5,"5.27","3.50",10,"Particulier","V013"
7212,"28 janvier 2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","carte",1,"3.60","2.24",NULL,"","V002"
7213,"2024-02-16","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","mobile money",4,"1.15","0.86",0,"Corporate","V037"
7214,"5 janvier 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","Carte bancaire",9,"7.42","5.88",0,"","V019"
7215,"03/11/2024","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","mobile money",9,"2.23","1.23",NULL,"","V011"
7216,"2024-08-21","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","Momo",8,"1.74","1.03",0,"","V010"
7217,"12/08/2024","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Momo",8,"1.10","0.79",10,"","V036"
7218,"14/09/2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Carte bancaire",6,"1.13","0.70",0,"","V024"
7219,"27/03/2024","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","Cash",10,"3.47","1.92",NULL,"Particulier","V015"
7220,"16/12/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","CASH",11,"4.53","2.71",0,"Corporate","V011"
7221,"2024-11-08","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","cash",3,"5.10","2.72",10,"","V031"
7222,"18 octobre 2024","KIN","Kawa Market – Kintambo","EPICERIE","Sucre 1kg","Cash",8,"5.80","4.04",NULL,"","V028"
7223,"2024-08-05","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","carte",1,"1.28","0.77",0,"Particulier","V018"
7224,"2024-02-20","KIN","Kawa Market – Kintambo","EPICERIE","Sucre 1kg","mobile money",2,"7.12","4.74",0,"","V039"
7225,"09/11/2024","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","mobile money",4,"0.78","0.54",0,"","V023"
7226,"2024-12-05","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","CASH",6,"1.84","1.15",0,"","V004"
7227,"24 novembre 2024","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","Carte bancaire",9,"1.41","0.83",10,"","V003"
7228,"21 mai 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","mobile money",5,"6.74","4.54",5,"","V037"
7229,"2024-10-15","GOM","Kawa Market – Gombe","BOISSONS","Jus naturel 1L","Momo",11,"1.41","0.78",0,"","V026"
7230,"2024-10-01","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","CASH",3,"1.31","0.99",10,"Corporate","V037"
7231,"21 mars 2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","Carte",10,"0.62","0.39",5,"Particulier","V004"
7232,"18 avril 2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","Mobile Money",2,"1.98","1.15",NULL,"","V021"
7233,"2024-09-29","MAT","Kawa Market – Matete","EPICERIE","Huile végétale 1L","CASH",2,"6.12","4.30",0,"","V022"
7234,"24/03/2024","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","CASH",6,"7.15","4.36",5,"","V004"
7235,"2024-02-08","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","Momo",1,"2.63","2.08",0,"","V032"
7236,"06/10/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","Cash",10,"7.41","5.67",0,"","V022"
7237,"13/10/2024","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","cash",3,"8.07","5.06",0,"","V015"
7238,"05/11/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","Carte bancaire",12,"3.12","1.65",10,"Particulier","V010"
7239,"2024-04-06","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé citron 25 sachets","Mobile Money",7,"6.09","4.72",5,"Corporate","V001"
7240,"7 mai 2024","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","Momo",2,"2.80","1.73",NULL,"Particulier","V029"
7241,"16/10/2024","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","Carte bancaire",4,"0.76","0.50",NULL,"","V014"
7242,"21 juillet 2024","GOM","Kawa Market – Gombe","FRAIS","Fromage local 200g","cash",7,"0.42","0.32",NULL,"","V029"
7243,"2024-12-28","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","carte",3,"3.20","2.17",0,"","V020"
7244,"16/09/2024","KIN","Kawa Market – Kintambo","HYGIENE","Papier hygiénique 4 rouleaux","Mobile Money",11,"2.11","1.54",10,"Particulier","V039"
7245,"2024-04-21","MAS","Kawa Market – Masina","BOISSONS","Jus naturel 1L","Momo",7,"1.20","0.78",0,"Particulier","V001"
7246,"24/05/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Cash",1,"3.85","2.64",5,"","V008"
7247,"27/07/2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","mobile money",10,"5.75","4.26",0,"","V014"
7248,"2024-10-08","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","Mobile Money",12,"1.23","0.70",5,"","V028"
7249,"3 mars 2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Carte",11,"2.33","1.83",10,"Particulier","V021"
7250,"2024-05-09","MAS","Kawa Market – Masina","HYGIENE","Papier hygiénique 4 rouleaux","Mobile Money",8,"1.76","0.90",0,"Particulier","V031"
7251,"19 juin 2024","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","Carte bancaire",5,"1.12","0.86",10,"","V014"
7252,"05/12/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","Carte bancaire",1,"3.19","2.39",10,"Particulier","V019"
7253,"25 février 2024","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","Mobile Money",9,"2.96","2.21",5,"Particulier","V036"
7254,"08/12/2024","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","CASH",8,"3.83","2.51",0,"Particulier","V005"
7255,"2024-08-21","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","Mobile Money",7,"3.78","2.71",NULL,"Particulier","V016"
7256,"2024-02-15","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","carte",3,"6.28","3.44",0,"","V008"
7257,"26/05/2024","MAS","Kawa Market – Masina","HYGIENE","Papier hygiénique 4 rouleaux","Carte",5,"1.87","1.18",0,"","V038"
7258,"31/08/2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","Momo",9,"2.34","1.41",NULL,"Corporate","V001"
7259,"2024-06-07","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Momo",8,"2.44","1.40",0,"Particulier","V019"
7260,"18 juillet 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé noir sachets","Carte bancaire",7,"4.16","2.89",0,"","V007"
7261,"2024-11-23","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","Carte",5,"2.24","1.61",NULL,"","V003"
7262,"2024-04-30","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Momo",5,"2.45","1.32",5,"Particulier","V021"
7263,"4 janvier 2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","Cash",9,"1.30","0.72",0,"Particulier","V002"
7264,"21 octobre 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","cash",6,"7.55","5.94",10,"","V020"
7265,"2024-05-31","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Carte bancaire",5,"0.96","0.63",5,"Corporate","V020"
7266,"10/05/2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","Mobile Money",5,"1.26","0.85",0,"Corporate","V004"
7267,"11 mars 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café moulu 500g","Momo",2,"5.45","3.53",5,"","V025"
7268,"9 octobre 2024","GOM","Kawa Market – Gombe","EPICERIE","Huile végétale 1L","cash",4,"8.49","5.83",0,"","V012"
7269,"2024-04-12","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","Cash",9,"2.50","1.63",10,"Corporate","V012"
7270,"2024-07-26","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","CASH",3,"2.54","1.78",0,"Particulier","V031"
7271,"16/10/2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","cash",12,"2.28","1.58",5,"Particulier","V019"
7272,"24/05/2024","MAS","Kawa Market – Masina","BOISSONS","Jus naturel 1L","cash",2,"1.71","1.35",0,"Corporate","V040"
7273,"26/12/2024","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","Carte",4,"1.87","1.17",NULL,"Particulier","V015"
7274,"27 juillet 2024","MAS","Kawa Market – Masina","BOISSONS","Eau 1,5L","Momo",11,"0.54","0.42",5,"","V015"
7275,"22/01/2024","MAS","Kawa Market – Masina","HYGIENE","Papier hygiénique 4 rouleaux","Carte",6,"1.54","0.90",0,"","V032"
7276,"2024-09-20","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","Cash",6,"1.11","0.75",0,"Particulier","V030"
7277,"12/07/2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","Cash",2,"0.59","0.47",0,"Corporate","V030"
7278,"12/08/2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","Carte",9,"2.50","1.59",10,"","V015"
7279,"1 juillet 2024","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","Carte",4,"1.73","0.88",5,"Corporate","V029"
7280,"07/10/2024","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","cash",9,"3.55","2.19",0,"Particulier","V006"
7281,"06/03/2024","MAT","Kawa Market – Matete","FRAIS","Fromage local 200g","mobile money",11,"1.93","1.42",5,"Particulier","V025"
7282,"2024-10-02","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","Momo",8,"4.95","3.28",0,"","V032"
7283,"23 avril 2024","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","Cash",9,"1.07","0.73",0,"","V038"
7284,"2024-07-21","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","cash",3,"7.64","4.63",5,"","V038"
7285,"2024-01-22","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","Carte",8,"1.19","0.86",NULL,"","V003"
7286,"2024-08-06","MAS","Kawa Market – Masina","EPICERIE","Riz 5kg","CASH",2,"2.58","1.47",10,"","V018"
7287,"01/01/2024","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","mobile money",3,"3.61","2.84",5,"Particulier","V012"
7288,"14/06/2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","Carte bancaire",7,"2.67","2.06",0,"Particulier","V021"
7289,"2024-08-25","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","Carte bancaire",5,"1.30","0.85",5,"","V013"
7290,"16/02/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé noir sachets","cash",4,"4.95","3.67",NULL,"Corporate","V032"
7291,"14/11/2024","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","Mobile Money",4,"0.84","0.62",0,"","V021"
7292,"30/10/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","cash",12,"4.56","3.42",10,"","V009"
7293,"20 août 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café Arabica 250g","",3,"4.01","2.13",0,"","V010"
7294,"15 novembre 2024","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","mobile money",8,"1.32","0.96",5,"Particulier","V027"
7295,"9 avril 2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","Momo",8,"1.11","0.88",NULL,"","V004"
7296,"2024-03-20","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","Carte bancaire",7,"3.65","2.47",0,"","V036"
7297,"15/07/2024","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","",2,"1.81","1.04",10,"Corporate","V010"
7298,"22 janvier 2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé noir sachets","Mobile Money",10,"5.85","2.93",0,"","V028"
7299,"14 avril 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","Carte",4,"2.76","1.67",NULL,"Corporate","V002"
7300,"3 septembre 2024","NGA","Kawa Market – Ngaliema","FRAIS","Lait frais 1L","cash",1,"1.99","1.51",0,"Particulier","V018"
7301,"05/02/2024","NGA","Kawa Market – Ngaliema","BOISSONS","Eau 1,5L","Carte",4,"0.69","0.48",10,"Particulier","V020"
7302,"11 septembre 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café moulu 500g","carte",12,"4.71","3.31",0,"","V020"
7303,"2024-06-15","MAT","Kawa Market – Matete","BOISSONS","Boisson énergisante 33cl","Carte",6,"1.91","1.41",0,"","V001"
7304,"03/01/2024","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","Momo",10,"0.93","0.50",0,"","V007"
7305,"25/04/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","cash",1,"7.12","5.11",5,"","V010"
7306,"2024-01-08","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","mobile money",2,"0.92","0.49",0,"","V038"
7307,"10 novembre 2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","CASH",9,"0.76","0.60",10,"Corporate","V002"
7308,"2024-01-29","MAS","Kawa Market – Masina","BOISSONS","Eau 1,5L","carte",2,"1.46","1.07",0,"","V008"
7309,"25 mars 2024","LIM","Kawa Market – Limete","BOISSONS","Eau 1,5L","mobile money",9,"1.28","0.69",0,"","V013"
7310,"2024-09-01","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","Mobile Money",4,"4.86","2.51",NULL,"","V037"
7311,"07/04/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café moulu 500g","Carte",4,"6.66","4.02",0,"","V018"
7312,"6 octobre 2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","CASH",2,"2.69","2.09",10,"Corporate","V005"
7313,"9 février 2024","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","Carte",11,"0.56","0.40",0,"Corporate","V004"
7314,"31 juillet 2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Mobile Money",10,"1.27","0.98",5,"Particulier","V028"
