id_transaction,date_vente,code_magasin,nom_magasin,categorie,nom_produit,mode_paiement,quantite,prix_unitaire,cout_unitaire,reduction,type_client,code_vendeur,ca,marge_brute
6982,2024-11-13,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,8,7.97,4.3,5,Particulier,V040,63.76,29.36
2452,2024-11-13,MAT,Kawa Market – Matete,FRAIS,Yaourt 125g,Cash,9,0.87,0.5,10,Particulier,V038,7.83,3.33
7077,2024-11-13,KIN,Kawa Market – Kintambo,BOISSONS,Soda 50cl,Carte,12,0.68,0.34,0,Corporate,V014,8.16,4.08
2941,2024-11-13,MAS,Kawa Market – Masina,FRAIS,Lait frais 1L,Mobile Money,7,2.44,1.5,0,,V012,17.08,6.58
1443,2024-11-13,GOM,Kawa Market – Gombe,FRAIS,Yaourt 125g,Cash,10,1.94,1.35,10,,V021,19.4,5.899999999999999
1596,2024-11-14,LIM,Kawa Market – Limete,EPICERIE,Sucre 1kg,Cash,12,3.42,2.1,5,,V022,41.04,15.839999999999998
3773,2024-11-14,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Carte,8,1.23,0.88,0,Particulier,V032,9.84,2.8
2628,2024-11-14,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé noir sachets,Mobile Money,2,4.27,2.7,0,,V011,8.54,3.139999999999999
3242,2024-11-14,GOM,Kawa Market – Gombe,FRAIS,Yaourt 125g,Cash,7,0.67,0.48,0,Particulier,V005,4.69,1.3300000000000005
2234,2024-11-14,KIN,Kawa Market – Kintambo,AUTRES,Pile AA (pack 4),Cash,10,2.36,1.25,,,V025,23.599999999999998,11.099999999999998
3316,2024-11-14,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,2,5.39,4.06,0,,V012,10.78,2.66
5254,2024-11-14,NGA,Kawa Market – Ngaliema,HYGIENE,Dentifrice 100ml,Carte,7,2.31,1.58,10,Particulier,V004,16.17,5.109999999999999
4815,2024-11-14,GOM,Kawa Market – Gombe,EPICERIE,Haricots 1kg,Cash,7,6.44,4.92,10,,V030,45.080000000000005,10.640000000000004
314,2024-11-14,LIM,Kawa Market – Limete,EPICERIE,Riz 5kg,Cash,9,2.18,1.73,0,,V009,19.62,4.050000000000002
1396,2024-11-14,MAT,Kawa Market – Matete,HYGIENE,Dentifrice 100ml,Autre,10,1.53,0.98,0,Corporate,V038,15.3,5.5
3006,2024-11-14,NGA,Kawa Market – Ngaliema,EPICERIE,Huile végétale 1L,Mobile Money,6,7.72,5.83,0,,V026,46.32,11.339999999999998
4707,2024-11-14,LIM,Kawa Market – Limete,BOISSONS,Boisson énergisante 33cl,Mobile Money,10,1.66,0.94,0,Corporate,V014,16.599999999999998,7.199999999999999
7291,2024-11-14,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Mobile Money,4,0.84,0.62,0,,V021,3.36,0.8799999999999999
4654,2024-11-14,MAT,Kawa Market – Matete,FRAIS,Lait frais 1L,Carte,5,0.55,0.38,0,,V039,2.75,0.8500000000000002
671,2024-11-14,KIN,Kawa Market – Kintambo,FRAIS,Lait frais 1L,Cash,6,1.37,0.95,0,,V011,8.22,2.520000000000001
4418,2024-11-14,LIM,Kawa Market – Limete,AUTRES,Pile AA (pack 4),Carte,3,0.67,0.51,,Particulier,V003,2.0100000000000002,0.4800000000000001
7715,2024-11-14,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Carte,5,1.89,1.49,0,,V014,9.45,1.9999999999999996
4360,2024-11-14,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café Arabica 250g,Carte,11,0.0,4.56,0,,V039,0.0,-50.16
5402,2024-11-15,LIM,Kawa Market – Limete,BOISSONS,"Eau 1,5L",Mobile Money,3,1.81,1.3,10,Corporate,V033,5.43,1.53
3868,2024-11-15,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café Arabica 250g,Carte,4,5.23,4.09,0,Corporate,V022,20.92,4.560000000000002
764,2024-11-15,KIN,Kawa Market – Kintambo,BOISSONS,"Eau 1,5L",Mobile Money,9,1.83,1.1,0,Corporate,V018,16.47,6.57
2951,2024-11-15,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Thé noir sachets,Mobile Money,8,5.12,3.26,5,Corporate,V024,40.96,14.880000000000003
3068,2024-11-15,NGA,Kawa Market – Ngaliema,HYGIENE,Savon de toilette,Mobile Money,1,2.53,1.83,0,,V024,2.53,0.6999999999999997
7851,2024-11-15,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café Arabica 250g,Cash,5,6.2,3.68,0,,V025,31.0,12.6
4137,2024-11-15,GOM,Kawa Market – Gombe,EPICERIE,Riz 5kg,Cash,11,5.72,3.38,5,Particulier,V025,62.919999999999995,25.74
3279,2024-11-15,MAS,Kawa Market – Masina,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,2,1.67,1.23,0,,V039,3.34,0.8799999999999999
7530,2024-11-15,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Carte,1,5.77,4.0,10,Particulier,V025,5.77,1.7699999999999996
1542,2024-11-15,KIN,Kawa Market – Kintambo,FRAIS,Yaourt 125g,Carte,4,2.92,2.21,5,Corporate,V013,11.68,2.84
7944,2024-11-15,NGA,Kawa Market – Ngaliema,EPICERIE,Haricots 1kg,Cash,7,9.32,4.95,0,,V018,65.24000000000001,30.59
3759,2024-11-15,LIM,Kawa Market – Limete,HYGIENE,Papier hygiénique 4 rouleaux,Cash,8,3.9,2.25,0,,V017,31.2,13.2
6048,2024-11-15,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Mobile Money,7,0.61,0.39,,Particulier,V002,4.27,1.5399999999999998
558,2024-11-15,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Café moulu 500g,Mobile Money,10,6.0,4.78,,Corporate,V017,60.0,12.199999999999998
7852,2024-11-15,LIM,Kawa Market – Limete,EPICERIE,Haricots 1kg,Mobile Money,3,2.37,1.87,,,V017,7.11,1.5
3949,2024-11-16,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Mobile Money,12,2.57,1.51,0,Particulier,V033,30.839999999999996,12.719999999999999
933,2024-11-16,KIN,Kawa Market – Kintambo,EPICERIE,Haricots 1kg,Carte,5,2.1,1.57,0,Corporate,V032,10.5,2.6500000000000004
3286,2024-11-16,LIM,Kawa Market – Limete,FRAIS,Lait frais 1L,Carte,4,1.07,0.61,0,,V031,4.28,1.8400000000000003
4531,2024-11-16,MAS,Kawa Market – Masina,HYGIENE,Savon de toilette,Carte,11,3.28,2.46,0,Corporate,V032,36.08,9.019999999999998
6372,2024-11-16,GOM,Kawa Market – Gombe,AUTRES,Pile AA (pack 4),Mobile Money,2,1.74,1.2,,Corporate,V029,3.48,1.08
5206,2024-11-16,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Carte,10,0.59,0.33,0,Corporate,V038,5.8999999999999995,2.5999999999999996
2639,2024-11-16,GOM,Kawa Market – Gombe,FRAIS,Fromage local 200g,Carte,1,2.81,1.73,10,,V040,2.81,1.08
1111,2024-11-16,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,1,7.54,4.95,5,,V032,7.54,2.59
1095,2024-11-16,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé noir sachets,Cash,6,7.02,4.33,,,V030,42.12,16.139999999999997
2810,2024-11-16,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Cash,12,0.69,0.52,5,,V025,8.28,2.039999999999999
2054,2024-11-16,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Carte,2,7.65,4.02,,Corporate,V036,15.3,7.260000000000002
3732,2024-11-16,MAT,Kawa Market – Matete,EPICERIE,Huile végétale 1L,Cash,10,3.18,1.76,0,Particulier,V009,31.8,14.200000000000001
1068,2024-11-16,KIN,Kawa Market – Kintambo,HYGIENE,Dentifrice 100ml,Carte,9,2.75,2.0,,,V006,24.75,6.75
6878,2024-11-16,MAS,Kawa Market – Masina,BOISSONS,Jus naturel 1L,Mobile Money,3,0.55,0.4,0,Particulier,V001,1.6500000000000001,0.45000000000000007
815,2024-11-16,MAS,Kawa Market – Masina,HYGIENE,Savon de toilette,Mobile Money,9,3.46,2.29,0,Particulier,V029,31.14,10.53
453,2024-11-16,KIN,Kawa Market – Kintambo,BOISSONS,Jus naturel 1L,Mobile Money,4,0.73,0.52,0,,V027,2.92,0.8399999999999999
6451,2024-11-16,LIM,Kawa Market – Limete,BOISSONS,Soda 50cl,Carte,1,0.95,0.76,5,Corporate,V034,0.95,0.18999999999999995
7642,2024-11-16,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé noir sachets,Carte,9,4.27,3.19,0,Corporate,V024,38.42999999999999,9.719999999999997
3165,2024-11-16,NGA,Kawa Market – Ngaliema,FRAIS,Yaourt 125g,Cash,9,2.29,1.69,0,,V033,20.61,5.4
6836,2024-11-17,MAT,Kawa Market – Matete,EPICERIE,Huile végétale 1L,Carte,6,5.43,3.03,0,Particulier,V029,32.58,14.399999999999999
2955,2024-11-17,MAS,Kawa Market – Masina,FRAIS,Lait frais 1L,Carte,12,2.41,1.76,5,Corporate,V006,28.92,7.800000000000002
5034,2024-11-17,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Carte,4,0.98,0.77,,,V006,3.92,0.8399999999999999
6959,2024-11-17,GOM,Kawa Market – Gombe,HYGIENE,Savon de toilette,Cash,11,2.39,1.2,0,Corporate,V028,26.290000000000003,13.090000000000002
431,2024-11-17,GOM,Kawa Market – Gombe,HYGIENE,Savon de toilette,Carte,6,3.39,2.39,0,,V024,20.34,6.0
7337,2024-11-17,GOM,Kawa Market – Gombe,FRAIS,Fromage local 200g,Mobile Money,6,2.66,1.38,0,Corporate,V031,15.96,7.6800000000000015
7028,2024-11-17,GOM,Kawa Market – Gombe,EPICERIE,Riz 5kg,Carte,8,4.94,2.69,0,Particulier,V015,39.52,18.000000000000004
6484,2024-11-17,MAT,Kawa Market – Matete,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,5,4.48,2.84,0,Corporate,V006,22.400000000000002,8.200000000000003
6180,2024-11-17,LIM,Kawa Market – Limete,FRAIS,Lait frais 1L,Mobile Money,10,0.6,0.32,5,Corporate,V017,6.0,2.8
1218,2024-11-17,NGA,Kawa Market – Ngaliema,HYGIENE,Papier hygiénique 4 rouleaux,Cash,4,1.58,1.2,0,Particulier,V003,6.32,1.5200000000000005
1628,2024-11-17,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café moulu 500g,Cash,9,6.7,5.21,0,Particulier,V025,60.300000000000004,13.410000000000002
5102,2024-11-18,MAS,Kawa Market – Masina,BOISSONS,Boisson énergisante 33cl,Cash,11,1.84,1.37,0,Corporate,V021,20.240000000000002,5.17
7645,2024-11-18,KIN,Kawa Market – Kintambo,BOISSONS,Jus naturel 1L,Mobile Money,8,1.22,0.7,0,,V018,9.76,4.16
3487,2024-11-18,LIM,Kawa Market – Limete,EPICERIE,Haricots 1kg,Carte,12,8.58,6.36,5,,V012,102.96000000000001,26.639999999999997
1092,2024-11-18,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé noir sachets,Mobile Money,11,6.18,3.94,0,,V006,67.97999999999999,24.639999999999997
3786,2024-11-18,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,6,4.83,3.14,5,Particulier,V003,28.98,10.14
6537,2024-11-18,MAT,Kawa Market – Matete,EPICERIE,Riz 5kg,Mobile Money,2,7.37,4.44,0,,V022,14.74,5.859999999999999
6209,2024-11-18,MAT,Kawa Market – Matete,CAFÉ & THÉ,Café moulu 500g,Cash,7,5.7,4.4,,,V033,39.9,9.099999999999998
2229,2024-11-18,MAS,Kawa Market – Masina,HYGIENE,Dentifrice 100ml,Carte,12,1.62,0.85,5,,V031,19.44,9.240000000000002
3248,2024-11-18,NGA,Kawa Market – Ngaliema,FRAIS,Yaourt 125g,Carte,3,2.56,1.36,10,Corporate,V006,7.68,3.5999999999999996
748,2024-11-18,KIN,Kawa Market – Kintambo,EPICERIE,Sucre 1kg,Mobile Money,4,2.9,2.22,0,,V029,11.6,2.719999999999999
5989,2024-11-18,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Mobile Money,8,2.95,2.23,0,Corporate,V036,23.6,5.760000000000002
1930,2024-11-18,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,4,4.67,3.4,5,,V015,18.68,5.08
4301,2024-11-18,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Carte,5,2.43,1.78,5,Particulier,V023,12.15,3.250000000000001
7801,2024-11-18,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café moulu 500g,Cash,11,6.53,5.01,5,Corporate,V026,71.83,16.720000000000006
4398,2024-11-18,LIM,Kawa Market – Limete,BOISSONS,Soda 50cl,Carte,7,0.56,0.4,0,,V025,3.9200000000000004,1.12
4504,2024-11-19,LIM,Kawa Market – Limete,BOISSONS,Soda 50cl,Carte,1,1.96,1.26,0,,V012,1.96,0.7
4074,2024-11-19,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Cash,12,2.72,2.16,5,Particulier,V013,32.64,6.720000000000001
5994,2024-11-19,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café Arabica 250g,Carte,10,4.84,3.31,,Corporate,V033,48.4,15.299999999999997
5902,2024-11-19,MAT,Kawa Market – Matete,FRAIS,Fromage local 200g,Cash,1,0.77,0.46,5,,V035,0.77,0.31
6480,2024-11-19,LIM,Kawa Market – Limete,BOISSONS,"Eau 1,5L",Mobile Money,1,1.12,0.85,10,Corporate,V027,1.12,0.27000000000000013
5672,2024-11-19,LIM,Kawa Market – Limete,AUTRES,Sac réutilisable,Carte,10,1.67,0.92,0,,V032,16.7,7.499999999999999
5886,2024-11-19,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Cash,6,2.17,1.22,5,Particulier,V007,13.02,5.699999999999999
5839,2024-11-19,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,7,7.75,4.97,0,Particulier,V024,54.25,19.46
7599,2024-11-19,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Mobile Money,12,1.11,0.84,0,,V034,13.32,3.2400000000000015
1883,2024-11-19,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,10,6.58,3.45,10,Corporate,V002,65.8,31.299999999999997
4692,2024-11-19,NGA,Kawa Market – Ngaliema,EPICERIE,Riz 5kg,Cash,2,9.19,6.58,0,Particulier,V003,18.38,5.219999999999999
2373,2024-11-19,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Cash,7,2.29,1.31,0,,V033,16.03,6.859999999999999
3358,2024-11-19,GOM,Kawa Market – Gombe,EPICERIE,Riz 5kg,Mobile Money,10,4.47,2.53,5,,V005,44.699999999999996,19.4
7966,2024-11-19,NGA,Kawa Market – Ngaliema,EPICERIE,Riz 5kg,Mobile Money,12,3.48,2.52,0,,V006,41.76,11.52
4530,2024-11-19,GOM,Kawa Market – Gombe,BOISSONS,Jus naturel 1L,Cash,10,0.64,0.47,0,Particulier,V004,6.4,1.7000000000000004
4294,2024-11-20,MAT,Kawa Market – Matete,HYGIENE,Dentifrice 100ml,Carte,4,1.18,0.87,,,V025,4.72,1.2399999999999998
318,2024-11-20,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café moulu 500g,Mobile Money,2,5.58,3.2,0,,V039,11.16,4.76
2097,2024-11-20,LIM,Kawa Market – Limete,EPICERIE,Sucre 1kg,Carte,1,4.16,2.35,0,,V008,4.16,1.81
845,2024-11-20,LIM,Kawa Market – Limete,BOISSONS,Boisson énergisante 33cl,Mobile Money,10,1.22,0.92,0,,V029,12.2,2.999999999999999
1408,2024-11-20,MAS,Kawa Market – Masina,FRAIS,Lait frais 1L,Cash,4,1.66,1.25,0,,V027,6.64,1.6399999999999997
2033,2024-11-20,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Mobile Money,6,2.73,1.51,,Corporate,V029,16.38,7.32
2649,2024-11-20,KIN,Kawa Market – Kintambo,FRAIS,Fromage local 200g,Carte,12,2.96,1.71,,Particulier,V015,35.519999999999996,15.0
5936,2024-11-20,LIM,Kawa Market – Limete,FRAIS,Lait frais 1L,Mobile Money,1,2.66,1.62,0,Corporate,V017,2.66,1.04
2516,2024-11-20,KIN,Kawa Market – Kintambo,EPICERIE,Sucre 1kg,Autre,7,7.85,5.75,,Particulier,V004,54.949999999999996,14.699999999999998
7696,2024-11-20,NGA,Kawa Market – Ngaliema,FRAIS,Fromage local 200g,Mobile Money,9,1.59,1.05,,,V018,14.31,4.86
6687,2024-11-20,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Cash,10,2.42,1.34,,,V004,24.2,10.799999999999999
6301,2024-11-20,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Café moulu 500g,Mobile Money,7,6.37,3.71,5,Particulier,V011,44.59,18.62
2375,2024-11-20,MAS,Kawa Market – Masina,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,8,3.76,2.88,0,,V024,30.08,7.039999999999999
3051,2024-11-20,LIM,Kawa Market – Limete,EPICERIE,Riz 5kg,Carte,1,8.02,5.02,,Corporate,V015,8.02,3.0
1167,2024-11-20,MAT,Kawa Market – Matete,EPICERIE,Huile végétale 1L,Cash,7,7.06,4.81,0,Corporate,V004,49.419999999999995,15.75
5567,2024-11-20,NGA,Kawa Market – Ngaliema,FRAIS,Fromage local 200g,Mobile Money,10,1.05,0.83,0,Corporate,V036,10.5,2.200000000000001
804,2024-11-21,KIN,Kawa Market – Kintambo,BOISSONS,Soda 50cl,Carte,9,2.0,1.36,,,V002,18.0,5.759999999999999
4434,2024-11-21,MAS,Kawa Market – Masina,FRAIS,Yaourt 125g,Mobile Money,8,1.89,1.05,0,Particulier,V010,15.12,6.719999999999999
41,2024-11-21,NGA,Kawa Market – Ngaliema,BOISSONS,Boisson énergisante 33cl,Cash,9,1.95,1.13,10,,V030,17.55,7.380000000000001
2778,2024-11-21,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Café Arabica 250g,Carte,7,5.56,3.68,10,,V016,38.919999999999995,13.159999999999997
7363,2024-11-21,KIN,Kawa Market – Kintambo,BOISSONS,Jus naturel 1L,Mobile Money,10,0.89,0.53,10,Particulier,V010,8.9,3.5999999999999996
959,2024-11-21,LIM,Kawa Market – Limete,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,2,2.01,1.02,0,Particulier,V010,4.02,1.9799999999999995
5736,2024-11-21,LIM,Kawa Market – Limete,BOISSONS,"Eau 1,5L",Mobile Money,6,1.43,1.13,0,,V004,8.58,1.8000000000000003
390,2024-11-22,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Café Arabica 250g,Carte,7,6.63,5.1,10,Corporate,V008,46.41,10.71
1171,2024-11-22,GOM,Kawa Market – Gombe,BOISSONS,"Eau 1,5L",Cash,4,1.29,0.73,5,,V015,5.16,2.24
6176,2024-11-22,MAS,Kawa Market – Masina,HYGIENE,Dentifrice 100ml,Cash,8,2.49,1.51,5,,V021,19.92,7.840000000000002
5056,2024-11-22,LIM,Kawa Market – Limete,AUTRES,Sac réutilisable,Mobile Money,5,1.35,0.93,0,Particulier,V031,6.75,2.1
3327,2024-11-22,MAT,Kawa Market – Matete,HYGIENE,Savon de toilette,Mobile Money,10,1.09,0.65,0,Particulier,V003,10.9,4.4
2981,2024-11-22,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Mobile Money,2,2.98,1.93,10,Corporate,V023,5.96,2.1
6021,2024-11-22,LIM,Kawa Market – Limete,AUTRES,Pile AA (pack 4),Autre,3,1.41,0.96,,,V006,4.2299999999999995,1.3499999999999999
2361,2024-11-22,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Thé noir sachets,Mobile Money,7,4.69,2.77,,,V027,32.830000000000005,13.440000000000003
3004,2024-11-22,KIN,Kawa Market – Kintambo,EPICERIE,Riz 5kg,Mobile Money,3,6.48,4.39,10,,V023,19.44,6.270000000000002
4523,2024-11-22,GOM,Kawa Market – Gombe,BOISSONS,Boisson énergisante 33cl,Cash,2,0.51,0.37,0,,V017,1.02,0.28
198,2024-11-22,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Cash,11,3.87,2.21,0,,V026,42.57,18.26
5825,2024-11-22,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Carte,5,1.68,1.11,,Corporate,V035,8.4,2.849999999999999
107,2024-11-23,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Mobile Money,12,2.2,1.73,0,,V003,26.400000000000002,5.640000000000002
7563,2024-11-23,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café moulu 500g,Cash,4,5.89,3.32,0,,V028,23.56,10.28
7261,2024-11-23,LIM,Kawa Market – Limete,HYGIENE,Papier hygiénique 4 rouleaux,Carte,5,2.24,1.61,,,V003,11.200000000000001,3.1500000000000004
306,2024-11-23,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Cash,3,1.36,0.81,,,V018,4.08,1.6500000000000001
391,2024-11-23,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Carte,5,0.82,0.43,0,,V025,4.1,1.9499999999999997
1,2024-11-23,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Cash,3,2.34,1.65,10,Particulier,V038,7.02,2.07
2970,2024-11-23,LIM,Kawa Market – Limete,EPICERIE,Haricots 1kg,Cash,2,4.52,2.63,0,Corporate,V039,9.04,3.7799999999999994
983,2024-11-23,MAS,Kawa Market – Masina,EPICERIE,Riz 5kg,Mobile Money,7,9.1,6.93,0,,V023,63.699999999999996,15.19
1582,2024-11-23,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Mobile Money,2,1.25,0.64,0,,V001,2.5,1.22
3981,2024-11-23,MAS,Kawa Market – Masina,HYGIENE,Savon de toilette,Mobile Money,12,1.49,0.77,0,Corporate,V028,17.88,8.64
5649,2024-11-23,LIM,Kawa Market – Limete,BOISSONS,Soda 50cl,Mobile Money,4,1.34,1.01,0,,V030,5.36,1.3200000000000003
1153,2024-11-23,KIN,Kawa Market – Kintambo,FRAIS,Lait frais 1L,Carte,12,1.09,0.75,0,,V029,13.080000000000002,4.080000000000001
6701,2024-11-23,GOM,Kawa Market – Gombe,HYGIENE,Dentifrice 100ml,Cash,4,1.82,1.26,5,,V012,7.28,2.24
4313,2024-11-23,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Cash,6,2.44,1.62,0,Particulier,V020,14.64,4.919999999999999
771,2024-11-24,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,1,7.88,5.89,,,V039,7.88,1.9900000000000002
2578,2024-11-24,NGA,Kawa Market – Ngaliema,BOISSONS,"Eau 1,5L",Cash,4,0.78,0.45,,Particulier,V034,3.12,1.32
7556,2024-11-24,NGA,Kawa Market – Ngaliema,EPICERIE,Sucre 1kg,Carte,11,2.79,2.07,0,,V039,30.69,7.920000000000002
151,2024-11-24,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café Arabica 250g,Carte,1,5.65,4.25,0,Particulier,V010,5.65,1.4000000000000004
1702,2024-11-24,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Carte,7,2.16,1.67,0,Particulier,V025,15.120000000000001,3.4300000000000015
7073,2024-11-24,GOM,Kawa Market – Gombe,HYGIENE,Savon de toilette,Cash,3,2.34,1.57,5,,V038,7.02,2.3099999999999996
7988,2024-11-24,LIM,Kawa Market – Limete,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,12,1.62,1.17,,,V016,19.44,5.400000000000002
7736,2024-11-24,LIM,Kawa Market – Limete,EPICERIE,Riz 5kg,Cash,2,5.95,4.49,10,,V010,11.9,2.92
2664,2024-11-24,LIM,Kawa Market – Limete,EPICERIE,Riz 5kg,Mobile Money,2,2.48,1.46,0,,V031,4.96,2.04
7080,2024-11-24,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Carte,4,1.76,0.98,0,Particulier,V011,7.04,3.12
3362,2024-11-24,NGA,Kawa Market – Ngaliema,HYGIENE,Dentifrice 100ml,Carte,9,1.65,1.25,0,Particulier,V027,14.85,3.599999999999999
6698,2024-11-24,LIM,Kawa Market – Limete,EPICERIE,Riz 5kg,Carte,12,5.66,3.15,10,,V017,67.92,30.120000000000005
5719,2024-11-24,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Mobile Money,3,2.85,1.99,5,,V017,8.55,2.58
3814,2024-11-24,NGA,Kawa Market – Ngaliema,BOISSONS,Soda 50cl,Mobile Money,8,1.11,0.76,5,,V002,8.88,2.8000000000000007
4522,2024-11-24,NGA,Kawa Market – Ngaliema,HYGIENE,Savon de toilette,Carte,7,0.65,0.49,5,Corporate,V040,4.55,1.12
7597,2024-11-24,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café moulu 500g,Cash,9,5.26,2.97,10,Particulier,V013,47.339999999999996,20.609999999999996
3464,2024-11-24,MAS,Kawa Market – Masina,FRAIS,Lait frais 1L,Cash,5,2.02,1.29,5,,V021,10.1,3.65
3911,2024-11-25,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Cash,4,1.58,1.07,5,,V029,6.32,2.04
1103,2024-11-25,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,8,5.53,3.64,0,,V036,44.24,15.120000000000001
4041,2024-11-25,MAS,Kawa Market – Masina,EPICERIE,Haricots 1kg,Carte,5,5.22,2.93,5,,V016,26.099999999999998,11.449999999999998
2581,2024-11-25,LIM,Kawa Market – Limete,AUTRES,Sac réutilisable,Cash,6,1.03,0.58,10,Corporate,V009,6.18,2.7
3935,2024-11-25,MAT,Kawa Market – Matete,HYGIENE,Savon de toilette,Mobile Money,11,2.39,1.55,0,,V014,26.290000000000003,9.24
4801,2024-11-25,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Cash,4,0.92,0.73,,,V038,3.68,0.7600000000000002
229,2024-11-25,MAT,Kawa Market – Matete,FRAIS,Lait frais 1L,Mobile Money,4,1.61,1.13,10,,V038,6.44,1.9200000000000008
5282,2024-11-25,NGA,Kawa Market – Ngaliema,HYGIENE,Savon de toilette,Carte,8,1.46,0.96,0,,V012,11.68,4.0
2695,2024-11-25,NGA,Kawa Market – Ngaliema,HYGIENE,Dentifrice 100ml,Cash,1,1.65,1.21,0,Particulier,V039,1.65,0.43999999999999995
628,2024-11-25,LIM,Kawa Market – Limete,BOISSONS,"Eau 1,5L",Mobile Money,11,1.4,1.03,0,Particulier,V035,15.399999999999999,4.0699999999999985
3434,2024-11-25,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Mobile Money,9,2.72,1.53,5,Corporate,V038,24.48,10.71
1739,2024-11-25,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,4,5.12,2.63,0,Particulier,V025,20.48,9.96
5192,2024-11-25,KIN,Kawa Market – Kintambo,FRAIS,Fromage local 200g,Cash,9,1.42,0.9,0,,V032,12.78,4.679999999999999
4267,2024-11-25,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Mobile Money,7,1.4,0.77,0,Particulier,V023,9.799999999999999,4.409999999999999
